title,author,year,doi,url
Data Quality Categories with a First Exploration Towards Agility,Christian PloderReinhard BernsteinerStephan SchlöglRebecca WeicheltSofia Herfert,2021,10.1007/978-3-030-81635-3_35,http://link.springer.com/chapter/10.1007/978-3-030-81635-3_35
Data Science and Computational Intelligence,Dr. K. R. VenugopalP. Deepa ShenoyProf. Dr. Rajkumar BuyyaProf. L. M. PatnaikProf. Sitharama S. Iyengar,2021,10.1007/978-3-030-91244-4,http://link.springer.com/book/10.1007/978-3-030-91244-4
Data Science and Emerging Technologies,Yap Bee WahDhiya Al-Jumeily OBEMichael W. Berry,2024,10.1007/978-981-97-0293-0,http://link.springer.com/book/10.1007/978-981-97-0293-0
Data Science and Intelligent Systems,Dr. Radek SilhavyProf. Petr SilhavyProf. Zdenka Prokopova,2021,10.1007/978-3-030-90321-3,http://link.springer.com/book/10.1007/978-3-030-90321-3
Data Science for Entrepreneurship,Werner LiebregtsWillem-Jan van den HeuvelArjan van den Born,2023,10.1007/978-3-031-19554-9,http://link.springer.com/book/10.1007/978-3-031-19554-9
Data-Centric Artificial Intelligence,Johannes JakubikMichael VössingNiklas KühlJannis WalkGerhard Satzger,2024,10.1007/s12599-024-00857-8,http://link.springer.com/article/10.1007/s12599-024-00857-8
Data-Driven Customer Engagement,Ralf Strauss,2024,10.1007/978-3-031-64295-1,http://link.springer.com/book/10.1007/978-3-031-64295-1
Data-driven and tool-supported elicitation of quality requirements in agile companies,Marc OriolSilverio Martínez-FernándezWoubshet BehutiyeCarles FarréRafał KozikPertti SeppänenAnna Maria VollmerPilar RodríguezXavier FranchSanja AaramaaAntonin AbhervéMichał ChoraśJari Partanen,2020,10.1007/s11219-020-09509-y,http://link.springer.com/article/10.1007/s11219-020-09509-y
Database Principles and Technologies – Based on Huawei GaussDB,"Huawei Technologies Co., Ltd.",2023,10.1007/978-981-19-3032-4,http://link.springer.com/book/10.1007/978-981-19-3032-4
Database and Expert Systems Applications - DEXA 2022 Workshops,Prof. Dr. Gabriele KotsisA Min TjoaIsmail KhalilDr. Bernhard MoserProf. Dr. Alfred TaudesAtif MashkoorJohannes SametingerJorge Martinez-GilFlorian SobieczkyLukas FischerRudolf RamlerMaqbool KhanGerald Czech,2022,10.1007/978-3-031-14343-4,http://link.springer.com/book/10.1007/978-3-031-14343-4
Deep variability modeling to enhance reproducibility of database performance testing,Abdelkader OuaredMoussa AmraniAbdelhafid ChadliPierre-Yves Schobbens,2024,10.1007/s10586-024-04533-0,http://link.springer.com/article/10.1007/s10586-024-04533-0
Deliver Digital Experience,Mohan Bhatia,2022,10.1007/978-981-16-6069-6_5,http://link.springer.com/chapter/10.1007/978-981-16-6069-6_5
Delivery and Automation Pipeline in Machine Learning,Heli HelskyahoJean YuKai Yu,2021,10.1007/978-1-4842-7032-5_8,http://link.springer.com/chapter/10.1007/978-1-4842-7032-5_8
Dependable Computing - EDCC 2021 Workshops,Rasmus AdlerDr. Amel BennaceurSimon BurtonAmleto Di SalleNicola NostroRasmus Løvenstein OlsenSelma SaidiPhilipp SchleissDaniel SchneiderHans-Peter Schwefel,2021,10.1007/978-3-030-86507-8,http://link.springer.com/book/10.1007/978-3-030-86507-8
Deployment Management and Topology Discovery of Microservice Applications in the Multicloud Environment,Hao WeiJoaquin Salvachua RodriguezOctavio Nieto-Taladriz Garcia,2021,10.1007/s10723-021-09539-1,http://link.springer.com/article/10.1007/s10723-021-09539-1
Deployment Specification challenges in the context of large scale systems,"Jim\'{e}nez, Miguel and Villegas, Norha M. and Tamura, Gabriel and M\""{u}ller, Hausi A.",2017,,
Deployment and Monitoring,Nicholas Cottrell,2020,10.1007/978-1-4842-5817-0_7,http://link.springer.com/chapter/10.1007/978-1-4842-5817-0_7
Deployment and Operation of Complex Software in Heterogeneous Execution Environments,Prof. Elisabetta Di NittoDr. Jesús Gorroñogoitia CruzDr. Indika KumaraDr. Dragan RadolovićDr. Kamil TokmakovDr. Zoe Vasileiou,2022,10.1007/978-3-031-04961-3,http://link.springer.com/book/10.1007/978-3-031-04961-3
Der Einsatz von No-Code-/Low-Code-Plattformen für die Beschleunigung und Unterstützung der Digitalen Transformation,Fethi Temiz,2024,10.1007/978-3-658-44084-8_8,http://link.springer.com/chapter/10.1007/978-3-658-44084-8_8
Deriving Microservice Code from Underspecified Domain Models Using DevOps-Enabled Modeling Languages and Model Transformations,"Rademacher, Florian and Sachweh, Sabine and Zündorf, Albert",2020,10.1109/SEAA51224.2020.00047,
Design and Architecture,Tengiz Tutisani,2023,10.1007/978-1-4842-9385-0_4,http://link.springer.com/chapter/10.1007/978-1-4842-9385-0_4
Design and Deploy Azure VMware Solutions,Puthiyavan Udayakumar,2022,10.1007/978-1-4842-8312-7,http://link.springer.com/book/10.1007/978-1-4842-8312-7
Design and Deploy Microsoft Azure Virtual Desktop,Puthiyavan Udayakumar,2022,10.1007/978-1-4842-7796-6,http://link.springer.com/book/10.1007/978-1-4842-7796-6
Design and Deploy Microsoft Defender for IoT,Puthiyavan UdayakumarDr. R. Anandan,2024,10.1007/979-8-8688-0239-3,http://link.springer.com/book/10.1007/979-8-8688-0239-3
Design and evaluation of a scalable smart city software platform with large-scale simulations,Arthur {de M. Del Esposte} and Eduardo F.Z. Santana and Lucas Kanashiro and Fabio M. Costa and Kelly R. Braghetto and Nelson Lago and Fabio Kon,2019,https://doi.org/10.1016/j.future.2018.10.026,https://www.sciencedirect.com/science/article/pii/S0167739X18307301
Design and implementation of a social networking platform for cloud deployment specialists,Kostas MagoutisChristos PapoulasAntonis PapaioannouFlora KarniavouraDimitrios-Georgios AkestoridisNikos ParotsidisMaria KoroziAsterios LeonidisStavroula NtoaConstantine Stephanidis,2015,10.1186/s13174-015-0033-5,http://link.springer.com/article/10.1186/s13174-015-0033-5
Design for Equality and Justice,Anna Bramwell-DicksAbigail EvansMarco WincklerHelen PetrieJosé Abdelnour-Nocera,2024,10.1007/978-3-031-61688-4,http://link.springer.com/book/10.1007/978-3-031-61688-4
Design for future: managed software evolution,Ursula GoltzRalf H. ReussnerMichael GoedickeWilhelm HasselbringLukas MärtinBirgit Vogel-Heuser,2015,10.1007/s00450-014-0273-9,http://link.springer.com/article/10.1007/s00450-014-0273-9
"Design, User Experience, and Usability: Theory and Practice",Prof. Aaron MarcusWentao Wang,2018,10.1007/978-3-319-91797-9,http://link.springer.com/book/10.1007/978-3-319-91797-9
"Design, monitoring, and testing of microservices systems: The practitioners’ perspective",Muhammad Waseem and Peng Liang and Mojtaba Shahin and Amleto {Di Salle} and Gastón Márquez,2021,https://doi.org/10.1016/j.jss.2021.111061,https://www.sciencedirect.com/science/article/pii/S0164121221001588
Designing Data Spaces,Prof. Dr. Boris OttoProf. Dr. Michael ten HompelProf. Dr. Stefan Wrobel,2022,10.1007/978-3-030-93975-5,http://link.springer.com/book/10.1007/978-3-030-93975-5
Designing HDS Under Considering of QoS Robustness and Security for Heterogeneous IBN,Andriy LuntovskyyMykola Beshley,2022,10.1007/978-3-030-92435-5_2,http://link.springer.com/chapter/10.1007/978-3-030-92435-5_2
Detector-based component model abstraction for microservice-based systems,Evangelos NtentosUwe ZdunKonstantinos PlakidasPatric GenferSebastian GeigerSebastian MeixnerWilhelm Hasselbring,2021,10.1007/s00607-021-01002-z,http://link.springer.com/article/10.1007/s00607-021-01002-z
DevCertOps: Strategies to Realize Continuous Delivery of Safe Software in Regulated Domain,"Zeller, Marc",2023,10.1109/ICSE-Companion58688.2023.00094,https://doi.org/10.1109/ICSE-Companion58688.2023.00094
DevOps,,2020,10.1007/978-3-030-10576-1_300178,http://link.springer.com/referenceworkentry/10.1007/978-3-030-10576-1_300178
DevOps Basics and Variations,Ambily K K,2020,10.1007/978-1-4842-6412-6_1,http://link.springer.com/chapter/10.1007/978-1-4842-6412-6_1
DevOps Round-Trip Engineering: Traceability from Dev to Ops and Back Again,Miguel JiménezLorena CastanedaNorha M. VillegasGabriel TamuraHausi A. MüllerJoe Wigglesworth,2019,10.1007/978-3-030-06019-0_6,http://link.springer.com/chapter/10.1007/978-3-030-06019-0_6
DevOps and Its Philosophy: Education Matters!,Evgeny BobrovAntonio BucchiaroneAlfredo CapozuccaNicolas GuelfiManuel MazzaraAlexandr NaumchevLarisa Safina,2020,10.1007/978-3-030-31646-4_14,http://link.springer.com/chapter/10.1007/978-3-030-31646-4_14
DevOps and Quality Management in Serverless Computing: The RADON Approach,Stefano Dalla PalmaMartin GarrigaDario Di NucciDamian Andrew TamburriWillem-Jan Van Den Heuvel,2021,10.1007/978-3-030-71906-7_13,http://link.springer.com/chapter/10.1007/978-3-030-71906-7_13
DevOps for DataOps,Harvinder Atwal,2020,10.1007/978-1-4842-5104-1_7,http://link.springer.com/chapter/10.1007/978-1-4842-5104-1_7
DevOps: A Definition and Perceived Adoption Impediments,Jens SmedsKristian NybomIvan Porres,2015,10.1007/978-3-319-18612-2_14,http://link.springer.com/chapter/10.1007/978-3-319-18612-2_14
DevOps: introducing infrastructure-as-code,"Arta\v{c}, Matej and Borov\v{s}ak, Tadej and Di Nitto, Elisabetta and Guerriero, Michele and Tamburri, Damian Andrew",2017,10.1109/ICSE-C.2017.162,https://doi.org/10.1109/ICSE-C.2017.162
DevOpsML: towards modeling DevOps processes and platforms,"Colantoni, Alessandro and Berardinelli, Luca and Wimmer, Manuel",2020,10.1145/3417990.3420203,https://doi.org/10.1145/3417990.3420203
DevOpsUse: A Community-Oriented Methodology for Societal Software Engineering,István Koren,2022,10.1007/978-3-030-83128-8_8,http://link.springer.com/chapter/10.1007/978-3-030-83128-8_8
Developer Operations and Engineering Multi-agent Systems,Timotheus KampikCleber Jorge AmaralJomi Fred Hübner,2022,10.1007/978-3-030-97457-2_10,http://link.springer.com/chapter/10.1007/978-3-030-97457-2_10
Developer discussion topics on the adoption and barriers of low code software development platforms,Md Abdullah Al AlaminGias UddinSanjay MalakarSadia AfrozTameem HaiderAnindya Iqbal,2022,10.1007/s10664-022-10244-0,http://link.springer.com/article/10.1007/s10664-022-10244-0
Developing Software in the Academic Environment,William PhillipsShruthi SubramaniAnusha GorantlaVictoria Phillips,2016,10.1007/978-3-319-32467-8_110,http://link.springer.com/chapter/10.1007/978-3-319-32467-8_110
Developing hybrid quantum-classical software: a software product line approach,"Sep\'{u}lveda, Samuel and Piattini, Mario and P\'{e}rez Del Castillo, Ricardo",2024,10.1145/3643667.3648224,https://doi.org/10.1145/3643667.3648224
Development Use Cases for Semantics-Driven Modeling Languages,"Broy, Manfred and Rumpe, Bernhard",2023,10.1145/3569927,https://doi.org/10.1145/3569927
Development methodologies for IoT-based systems: challenges and research directions,Miguel J. HornosMario Quinde,2024,10.1007/s40860-024-00229-9,http://link.springer.com/article/10.1007/s40860-024-00229-9
Development of recommendation systems for software engineering: the CROSSMINER experience,Juri Di RoccoDavide Di RuscioClaudio Di SipioPhuong T. NguyenRiccardo Rubei,2021,10.1007/s10664-021-09963-7,http://link.springer.com/article/10.1007/s10664-021-09963-7
Device-Edge-Cloud Continuum,Claudio SavaglioGiancarlo FortinoMengChu ZhouJianhua Ma,2024,10.1007/978-3-031-42194-5,http://link.springer.com/book/10.1007/978-3-031-42194-5
Digital Business and Intelligent Systems,Audronė LupeikienėJolita RalytéGintautas Dzemyda,2024,10.1007/978-3-031-63543-4,http://link.springer.com/book/10.1007/978-3-031-63543-4
Digital Enterprises,Henderik A. ProperBas van GilsKazem Haki,2023,10.1007/978-3-031-30214-5,http://link.springer.com/book/10.1007/978-3-031-30214-5
Digital Forensics and Cyber Crime,Sanjay GoelPaulo Roberto Nunes de Souza,2024,10.1007/978-3-031-56580-9,http://link.springer.com/book/10.1007/978-3-031-56580-9
Digital Interaction and Machine Intelligence,Cezary BieleJanusz KacprzykWiesław KopećJakub MożarynJan W. OwsińskiAndrzej RomanowskiMarcin Sikorski,2024,10.1007/978-3-031-66594-3,http://link.springer.com/book/10.1007/978-3-031-66594-3
Digital Marketplaces Unleashed,Prof. Dr. Claudia Linnhoff-PopienDr. Ralf SchneiderMichael Zaddach,2018,10.1007/978-3-662-49275-8,http://link.springer.com/book/10.1007/978-3-662-49275-8
"Digital Product Management in the Era of Data Economy, Artificial Intelligence, and Ecosystems",Dimitri PetrikAndrey SaltanAndreas Helferich,2025,10.1007/978-3-031-71515-0,http://link.springer.com/book/10.1007/978-3-031-71515-0
Digital Transformation,Birgit Vogel-HeuserManuel Wimmer,2023,10.1007/978-3-662-65004-2,http://link.springer.com/book/10.1007/978-3-662-65004-2
Digital Transformation,Jacek MaślankowskiBartosz MarcinkowskiPaulo Rupino da Cunha,2022,10.1007/978-3-031-23012-7,http://link.springer.com/book/10.1007/978-3-031-23012-7
Digital Transformation in Accounting and Auditing,Arif PerdanaTawei Wang,2024,10.1007/978-3-031-46209-2,http://link.springer.com/book/10.1007/978-3-031-46209-2
Digital Transformation of the Consulting Industry,Prof. Dr. Volker Nissen,2018,10.1007/978-3-319-70491-3,http://link.springer.com/book/10.1007/978-3-319-70491-3
Digital Twin Evolution for Sustainable Smart Ecosystems,"Michael, Judith and David, Istvan and Bork, Dominik",2024,10.1145/3652620.3688343,https://doi.org/10.1145/3652620.3688343
Digital Twins of Socio-Technical Ecosystems to Drive Societal Change,"Bonetti, Federico and Bucchiarone, Antonio and Michael, Judith and Cicchetti, Antonio and Marconi, Annapaola and Rumpe, Bernhard",2024,10.1145/3652620.3686248,https://doi.org/10.1145/3652620.3686248
"Digital Twins, Simulation, and the Metaverse",Michael GrievesEdward Y. Hua,2024,10.1007/978-3-031-69107-2,http://link.springer.com/book/10.1007/978-3-031-69107-2
Digitalisierung,Reimund Neugebauer,2018,10.1007/978-3-662-55890-4,http://link.springer.com/book/10.1007/978-3-662-55890-4
Digitalisierung des Bauschaffens,Fabian C. Schmid,2023,10.1007/978-3-658-39089-1,http://link.springer.com/book/10.1007/978-3-658-39089-1
Digitalization Cases,Nils UrbachMaximilian Röglinger,2019,10.1007/978-3-319-95273-4,http://link.springer.com/book/10.1007/978-3-319-95273-4
"Disambiguation and Comparison of SOA, Microservices and Self-Contained Systems","Cerny, Tomas and Donahoo, Michael J. and Pechanec, Jiri",2017,10.1145/3129676.3129682,https://doi.org/10.1145/3129676.3129682
Discussing the Future Role of Documentation in the Context of Modern Software Engineering (ISoLA 2022 Track Introduction),Klaus HavelundTim TegelerSteven SmythBernhard Steffen,2022,10.1007/978-3-031-19756-7_1,http://link.springer.com/chapter/10.1007/978-3-031-19756-7_1
Disruptive Information Technologies for a Smart Society,Miroslav TrajanovićNenad FilipovićMilan Zdravković,2024,10.1007/978-3-031-71419-1,http://link.springer.com/book/10.1007/978-3-031-71419-1
Distributed Applications and Interoperable Systems,Miguel MatosFabíola Greve,2021,10.1007/978-3-030-78198-9,http://link.springer.com/book/10.1007/978-3-030-78198-9
Distributed Sensing and Intelligent Systems,Dr. Mohamed ElhosenyXiaohui YuanSalah-ddine Krit,2022,10.1007/978-3-030-64258-7,http://link.springer.com/book/10.1007/978-3-030-64258-7
Distributed state model inference for scriptless GUI testing,Fernando {Pastor Ricós} and Arend Slomp and Beatriz Marín and Pekka Aho and Tanja E.J. Vos,2023,https://doi.org/10.1016/j.jss.2023.111645,https://www.sciencedirect.com/science/article/pii/S0164121223000407
Documentation of Quality Requirements in Agile Software Development,"Behutiye, Woubshet and Sepp\""{a}nen, Pertti and Rodr\'{\i}guez, Pilar and Oivo, Markku",2020,10.1145/3383219.3383245,https://doi.org/10.1145/3383219.3383245
Domain Model Optimized Deployment and Execution of Cloud Applications with TOSCA,Fabian Glaser,2016,10.1007/978-3-319-46613-2_5,http://link.springer.com/chapter/10.1007/978-3-319-46613-2_5
Domain-Driven Design applied to land administration system development: Lessons from the Netherlands,Peter Oukes and Marc van Andel and Erwin Folmer and Rohan Bennett and Christiaan Lemmen,2021,https://doi.org/10.1016/j.landusepol.2021.105379,https://www.sciencedirect.com/science/article/pii/S0264837721001022
Domain-Specific Languages in Practice,Dr. Antonio BucchiaronePh.D. Antonio CicchettiDr. Federico CiccozziProf. Alfonso Pierantonio,2021,10.1007/978-3-030-73758-0,http://link.springer.com/book/10.1007/978-3-030-73758-0
Dynamic data management for continuous retraining,"Baumann, Nils and Kusmenko, Evgeny and Ritz, Jonas and Rumpe, Bernhard and Weber, Moritz Benedikt",2022,10.1145/3550356.3561568,https://doi.org/10.1145/3550356.3561568
Dynamics 365 CE Core Apps,Sanjaya Prakash Pradhan,2022,10.1007/978-1-4842-8600-5_11,http://link.springer.com/chapter/10.1007/978-1-4842-8600-5_11
EASE '23: Proceedings of the 27th International Conference on Evaluation and Assessment in Software Engineering,,2023,,
EASE '24: Proceedings of the 28th International Conference on Evaluation and Assessment in Software Engineering,,2024,,
ECSEE '23: Proceedings of the 5th European Conference on Software Engineering Education,,2023,,
EICS '23 Companion: Companion Proceedings of the 2023 ACM SIGCHI Symposium on Engineering Interactive Computing Systems,,2023,,
