title,author,year,doi,url,Inclusion/Exclusion criteria
Discussing the Future Role of Documentation in the Context of Modern Software Engineering (ISoLA 2022 Track Introduction),Klaus HavelundTim TegelerSteven SmythBernhard Steffen,2022,10.1007/978-3-031-19756-7_1,http://link.springer.com/chapter/10.1007/978-3-031-19756-7_1,EC1
Disruptive Information Technologies for a Smart Society,Miroslav TrajanovićNenad FilipovićMilan Zdravković,2024,10.1007/978-3-031-71419-1,http://link.springer.com/book/10.1007/978-3-031-71419-1,EC1
Distributed Applications and Interoperable Systems,Miguel MatosFabíola Greve,2021,10.1007/978-3-030-78198-9,http://link.springer.com/book/10.1007/978-3-030-78198-9,EC1
Distributed Sensing and Intelligent Systems,Dr. Mohamed ElhosenyXiaohui YuanSalah-ddine Krit,2022,10.1007/978-3-030-64258-7,http://link.springer.com/book/10.1007/978-3-030-64258-7,EC1
Distributed state model inference for scriptless GUI testing,Fernando {Pastor Ricós} and Arend Slomp and Beatriz Marín and Pekka Aho and Tanja E.J. Vos,2023,https://doi.org/10.1016/j.jss.2023.111645,https://www.sciencedirect.com/science/article/pii/S0164121223000407,EC1
Documentation of Quality Requirements in Agile Software Development,"Behutiye, Woubshet and Sepp\""{a}nen, Pertti and Rodr\'{\i}guez, Pilar and Oivo, Markku",2020,10.1145/3383219.3383245,https://doi.org/10.1145/3383219.3383245,EC1
Domain Model Optimized Deployment and Execution of Cloud Applications with TOSCA,Fabian Glaser,2016,10.1007/978-3-319-46613-2_5,http://link.springer.com/chapter/10.1007/978-3-319-46613-2_5,EC1
Domain-Driven Design applied to land administration system development: Lessons from the Netherlands,Peter Oukes and Marc van Andel and Erwin Folmer and Rohan Bennett and Christiaan Lemmen,2021,https://doi.org/10.1016/j.landusepol.2021.105379,https://www.sciencedirect.com/science/article/pii/S0264837721001022,EC1
Domain-Specific Languages in Practice,Dr. Antonio BucchiaronePh.D. Antonio CicchettiDr. Federico CiccozziProf. Alfonso Pierantonio,2021,10.1007/978-3-030-73758-0,http://link.springer.com/book/10.1007/978-3-030-73758-0,EC1
Dynamic data management for continuous retraining,"Baumann, Nils and Kusmenko, Evgeny and Ritz, Jonas and Rumpe, Bernhard and Weber, Moritz Benedikt",2022,10.1145/3550356.3561568,https://doi.org/10.1145/3550356.3561568,EC1
Dynamics 365 CE Core Apps,Sanjaya Prakash Pradhan,2022,10.1007/978-1-4842-8600-5_11,http://link.springer.com/chapter/10.1007/978-1-4842-8600-5_11,EC1
EASE '23: Proceedings of the 27th International Conference on Evaluation and Assessment in Software Engineering,,2023,,,EC5
EASE '24: Proceedings of the 28th International Conference on Evaluation and Assessment in Software Engineering,,2024,,,EC5
ECSEE '23: Proceedings of the 5th European Conference on Software Engineering Education,,2023,,,EC5
EICS '23 Companion: Companion Proceedings of the 2023 ACM SIGCHI Symposium on Engineering Interactive Computing Systems,,2023,,,EC5
"ENACT: Development, Operation, and Quality Assurance of Trustworthy Smart IoT Systems",Nicolas FerryArnor SolbergHui SongStéphane LavirotteJean-Yves TigliThierry WinterVictor Muntés-MuleroAndreas MetzgerErkuden Rios VelascoAmaia Castelruiz Aguirre,2019,10.1007/978-3-030-06019-0_9,http://link.springer.com/chapter/10.1007/978-3-030-06019-0_9,EC1
ER2C SDMLC: enterprise release risk-centric systems development and maintenance life cycle,Hamish Sadler,2020,10.1007/s11219-019-09452-7,http://link.springer.com/article/10.1007/s11219-019-09452-7,EC5
ESEC/FSE 2022: Proceedings of the 30th ACM Joint European Software Engineering Conference and Symposium on the Foundations of Software Engineering,,2022,,,EC5
ESEC/FSE 2023: Proceedings of the 31st ACM Joint European Software Engineering Conference and Symposium on the Foundations of Software Engineering,,2023,,,EC5
ESEM '22: Proceedings of the 16th ACM / IEEE International Symposium on Empirical Software Engineering and Measurement,,2022,,,EC5
ESEM '24: Proceedings of the 18th ACM/IEEE International Symposium on Empirical Software Engineering and Measurement,,2024,,,EC5
Early Validation and Verification of System Behaviour in Model-based Systems Engineering: A Systematic Literature Review,"Cederbladh, Johan and Cicchetti, Antonio and Suryadevara, Jagadish",2024,10.1145/3631976,https://doi.org/10.1145/3631976,EC1
Eat your own DevOps: a model driven approach to justify continuous integration pipelines,"Pulgar, Corinne",2022,10.1145/3550356.3552395,https://doi.org/10.1145/3550356.3552395,EC1
"Economics of Grids, Clouds, Systems, and Services",José Ángel BañaresJörn AltmannOrna Agmon Ben-YehudaKarim DjemameVlado StankovskiBruno Tuffin,2023,10.1007/978-3-031-29315-3,http://link.springer.com/book/10.1007/978-3-031-29315-3,EC1
"Economics of Grids, Clouds, Systems, and Services",Dr. Konstantinos TserpesJörn AltmannJosé Ángel BañaresOrna Agmon Ben-YehudaProf. Karim DjemameProf. Vlado StankovskiDr. Bruno Tuffin,2021,10.1007/978-3-030-92916-9,http://link.springer.com/book/10.1007/978-3-030-92916-9,EC1
Edge Intelligence,Javid TaheriSchahram DustdarAlbert ZomayaShuiguang Deng,2023,10.1007/978-3-031-22155-2,http://link.springer.com/book/10.1007/978-3-031-22155-2,EC1
Effective Software Development for the Enterprise,Tengiz Tutisani,2023,10.1007/978-1-4842-9385-0,http://link.springer.com/book/10.1007/978-1-4842-9385-0,EC1
Effectively and Efficiently Implementing Complex Business Processes: A Case Study,Volker StiehlMarcus DaneiJuliet ElliottMatthias HeilerTorsten Kerwien,2019,10.1007/978-3-030-17666-2_3,http://link.springer.com/chapter/10.1007/978-3-030-17666-2_3,EC1
Efficient and Flexible Test Automation in Production Systems Engineering,Dietmar WinklerKristof MeixnerPetr Novak,2019,10.1007/978-3-030-25312-7_9,http://link.springer.com/chapter/10.1007/978-3-030-25312-7_9,EC1
Ein Werkzeug zur Analyse von Komplexität von Low-Code und No-Code Add-ons: Ein Design Science Ansatz,Adrian AbendrothBenedict Bender,2024,10.1365/s40702-024-01109-9,http://link.springer.com/article/10.1365/s40702-024-01109-9,EC1
Einführung in die Softwaretechnik,Prof. Dr. Manfred BroyProf. Dr. Marco Kuhrmann,2021,10.1007/978-3-662-50263-1,http://link.springer.com/book/10.1007/978-3-662-50263-1,EC1
Einleitung,Johannes Hubertz,2016,10.1007/978-3-662-48603-0_1,http://link.springer.com/chapter/10.1007/978-3-662-48603-0_1,EC1
Electronic Government and the Information Systems Perspective,Andrea KőDr. Enrico FrancesconiProf. Dr. Gabriele KotsisProf. Dr. A Min TjoaIsmail Khalil,2022,10.1007/978-3-031-12673-4,http://link.springer.com/book/10.1007/978-3-031-12673-4,EC1
Emergency communications leveraging decentralized swarm computing,"Kourtis, Michail Alexandros and Xilouris, George and Batistatos, Michael and Kourtis, Anastasios and Markakis, Albertos",2023,10.1145/3576914.3588019,https://doi.org/10.1145/3576914.3588019,EC1
Emerging Advanced Technologies for Game Engineering,"Arnedo-Moreno, Joan and Cooper, Kendra M. L. and Lin, Dayi",2024,10.1145/3672089.3672101,https://doi.org/10.1145/3672089.3672101,EC1
"Emerging Research in Computing, Information, Communication and Applications",Prof. N. R. ShettyProf. L. M. PatnaikProf. H. C. NagarajDr. Prasad N. HamsavathDr. N. Nalini,2022,10.1007/978-981-16-1342-5,http://link.springer.com/book/10.1007/978-981-16-1342-5,EC1
Emerging Trends in Expert Applications and Security,Vijay Singh RathoreJoão Manuel R. S. TavaresEva TubaVladan Devedzic,2024,10.1007/978-981-97-3745-1,http://link.springer.com/book/10.1007/978-981-97-3745-1,EC1
Empowering Continuous Delivery in Software Development: The DevOps Strategy,Clauirton SiebraRosberg LacerdaItalo CerqueiraJonysberg P. QuintinoFabiana FlorentinFabio B. Q. da SilvaAndre L. M. Santos,2019,10.1007/978-3-030-29157-0_11,http://link.springer.com/chapter/10.1007/978-3-030-29157-0_11,EC1
Enabling Continuous Software Engineering for Embedded Systems Architectures with Virtual Prototypes,Pablo Oliveira AntoninoMatthias JungAndreas MorgensternFlorian FaßnachtThomas BauerAdam BachorekThomas KuhnElisa Yumi Nakagawa,2018,10.1007/978-3-030-00761-4_8,http://link.springer.com/chapter/10.1007/978-3-030-00761-4_8,EC1
Model-based fleet deployment of edge computing applications,"Song, Hui and Dautov, Rustem and Ferry, Nicolas and Solberg, Arnor and Fleurey, Franck",2020,10.1145/3365438.3410951,https://doi.org/10.1145/3365438.3410951,IC1
Enabling Digital Transformation Using DRA,Georges Bou Ghantous,2024,10.1007/978-3-031-73344-4_14,http://link.springer.com/chapter/10.1007/978-3-031-73344-4_14,EC1
Enabling Normalized Systems in Practice – Exploring a Modeling Approach,Peter De BruynHerwig MannaertJan VerelstPhilip Huysmans,2018,10.1007/s12599-017-0510-4,http://link.springer.com/article/10.1007/s12599-017-0510-4,EC1
Enabling continuous integration in a formal methods setting,Luis Diogo CoutoPeter W. V. Tran-JørgensenRené S. NilssonPeter Gorm Larsen,2020,10.1007/s10009-019-00546-y,http://link.springer.com/article/10.1007/s10009-019-00546-y,EC1
Encyclopedia of Education and Information Technologies,Arthur Tatnall,2020,10.1007/978-3-030-10576-1,http://link.springer.com/referencework/10.1007/978-3-030-10576-1,EC1
Encyclopedia of Finance,Cheng-Few LeeAlice C. Lee,2022,10.1007/978-3-030-91231-4,http://link.springer.com/referencework/10.1007/978-3-030-91231-4,EC1
Encyclopedia of Mathematical Geosciences,B. S. Daya SagarQiuming ChengJennifer McKinleyFrits Agterberg,2023,10.1007/978-3-030-85040-1,http://link.springer.com/referencework/10.1007/978-3-030-85040-1,EC1
Encyclopedia of Operations Research and Management Science,Saul I. GassMichael C. Fu,2013,10.1007/978-1-4419-1153-7,http://link.springer.com/referencework/10.1007/978-1-4419-1153-7,EC1
Encyclopedia of Social Network Analysis and Mining,Reda AlhajjJon Rokne,2018,10.1007/978-1-4939-7131-2,http://link.springer.com/referencework/10.1007/978-1-4939-7131-2,EC1
End-User Development,Lucio Davide SpanoAlbrecht SchmidtCarmen SantoroSimone Stumpf,2023,10.1007/978-3-031-34433-6,http://link.springer.com/book/10.1007/978-3-031-34433-6,EC1
Energy Informatics,Bo Nørregaard JørgensenZheng Grace MaFransisco Danang WijayaRoni IrnawanSarjiya Sarjiya,2025,10.1007/978-3-031-74738-0,http://link.springer.com/book/10.1007/978-3-031-74738-0,EC1
Engineer Your Software!,Scott A. Whitmire,2021,10.1007/978-3-031-01530-4,http://link.springer.com/book/10.1007/978-3-031-01530-4,EC1
Engineering 4.0—Foundations of the Digitalization of Engineering,Martin Eigner,2021,10.1007/978-3-658-33874-9_3,http://link.springer.com/chapter/10.1007/978-3-658-33874-9_3,EC5
"Engineering Blockchain-based Software Systems: Foundations, Survey, and Future Directions","Fahmideh, Mahdi and Grundy, John and Ahmad, Aakash and Shen, Jun and Yan, Jun and Mougouei, Davoud and Wang, Peng and Ghose, Aditya and Gunawardana, Anuradha and Aickelin, Uwe and Abedin, Babak",2022,10.1145/3530813,https://doi.org/10.1145/3530813,EC1
Engineering Cloud-Based Applications: Towards an Application Lifecycle,Vasilios Andrikopoulos,2018,10.1007/978-3-319-79090-9_4,http://link.springer.com/chapter/10.1007/978-3-319-79090-9_4,EC1
Engineering Multi-Agent Systems,Natasha AlechinaMatteo BaldoniBrian Logan,2022,10.1007/978-3-030-97457-2,http://link.springer.com/book/10.1007/978-3-030-97457-2,EC1
Engineering Multi-Agent Systems,Andrei CiorteaMehdi DastaniJieting Luo,2023,10.1007/978-3-031-48539-8,http://link.springer.com/book/10.1007/978-3-031-48539-8,EC1
Engineering of Computer-Based Systems,Jan KofroňTiziana MargariaCristina Seceleanu,2024,10.1007/978-3-031-49252-5,http://link.springer.com/book/10.1007/978-3-031-49252-5,EC1
Engineering the Transformation of the Enterprise,Prof. Dr. Stephan AierProf. Dr. Peter RohnerDr. Joachim Schelp,2021,10.1007/978-3-030-84655-8,http://link.springer.com/book/10.1007/978-3-030-84655-8,EC1
Enhancing understanding and addressing gender bias in IT/SE job advertisements,Tanjila Kanij and John Grundy and Jennifer McIntosh,2024,https://doi.org/10.1016/j.jss.2024.112169,https://www.sciencedirect.com/science/article/pii/S0164121224002140,EC1
Enterprise Architecture,Kannan Subramanian RDr. Sudheesh Kumar Kattumannil,2022,10.1007/978-1-4842-7440-8_5,http://link.springer.com/chapter/10.1007/978-1-4842-7440-8_5,EC1
Enterprise Architecture Function,Ingo Arnold,2022,10.1007/978-3-030-84589-6,http://link.springer.com/book/10.1007/978-3-030-84589-6,EC1
Enterprise Architecture and Cartography,Pedro SousaAndré Vasconcelos,2022,10.1007/978-3-030-96264-7,http://link.springer.com/book/10.1007/978-3-030-96264-7,EC1
Enterprise Cloud Native Software Engineering,Shivakumar R Goniwada,2022,10.1007/978-1-4842-7226-8_13,http://link.springer.com/chapter/10.1007/978-1-4842-7226-8_13,EC1
"Enterprise Design, Operations, and Computing. EDOC 2022 Workshops",Tiago Prince SalesHenderik A. ProperGiancarlo GuizzardiMarco MontaliFabrizio Maria MaggiClaudenir M. Fonseca,2023,10.1007/978-3-031-26886-1,http://link.springer.com/book/10.1007/978-3-031-26886-1,EC1
"Enterprise Design, Operations, and Computing. EDOC 2023 Workshops",Tiago Prince SalesSybren de KinderenHenderik A. ProperLuise PufahlDimka KarastoyanovaMarten van Sinderen,2024,10.1007/978-3-031-54712-6,http://link.springer.com/book/10.1007/978-3-031-54712-6,EC1
Enterprise Information Systems,Prof. Dr. Joaquim FilipeMichał ŚmiałekAlexander BrodskySlimane Hammoudi,2021,10.1007/978-3-030-75418-1,http://link.springer.com/book/10.1007/978-3-030-75418-1,EC1
Enterprise Information Systems,Joaquim FilipeMichał ŚmiałekAlexander BrodskySlimane Hammoudi,2024,10.1007/978-3-031-64755-0,http://link.springer.com/book/10.1007/978-3-031-64755-0,EC1
Enterprise Information Systems,Prof. Dr. Joaquim FilipeMichał ŚmiałekAlexander BrodskySlimane Hammoudi,2022,10.1007/978-3-031-08965-7,http://link.springer.com/book/10.1007/978-3-031-08965-7,EC1
Enterprise Interoperability X,Raúl Rodríguez-RodríguezYves DucqRamona-Diana LeonDavid Romero,2024,10.1007/978-3-031-24771-2,http://link.springer.com/book/10.1007/978-3-031-24771-2,EC1
Enterprise Modeling for Machine Learning: Case-Based Analysis and Initial Framework Proposal,Dominik BorkPanagiotis PapapetrouJelena Zdravkovic,2023,10.1007/978-3-031-33080-3_33,http://link.springer.com/chapter/10.1007/978-3-031-33080-3_33,EC1
Enterprise Systems Architecture,Daljit Roy Banger,2022,10.1007/978-1-4842-8646-3,http://link.springer.com/book/10.1007/978-1-4842-8646-3,EC1
Enterprise Thinking for Self-aware Systems,Pat Turner and Peter Bernus and Ovidiu Noran,2018,https://doi.org/10.1016/j.ifacol.2018.08.414,https://www.sciencedirect.com/science/article/pii/S2405896318315404,EC1
"Enterprise, Business-Process and Information Systems Modeling",Adriano AugustoProf. Asif GillDr. Dominik BorkSelmin NurcanDr. Iris Reinhartz-BergerProf. Rainer Schmidt,2022,10.1007/978-3-031-07475-2,http://link.springer.com/book/10.1007/978-3-031-07475-2,EC1
"Enterprise, Business-Process and Information Systems Modeling",Adriano AugustoAsif GillSelmin NurcanDr. Iris Reinhartz-BergerProf. Rainer SchmidtJelena Zdravkovic,2021,10.1007/978-3-030-79186-5,http://link.springer.com/book/10.1007/978-3-030-79186-5,EC1
"Enterprise, Business-Process and Information Systems Modeling",Han van der AaDominik BorkHenderik A. ProperRainer Schmidt,2023,10.1007/978-3-031-34241-7,http://link.springer.com/book/10.1007/978-3-031-34241-7,EC1
Entwicklung des Gestaltungsmodells und Ableitung der Gestaltungsempfehlungen,Dimitri Petrik,2022,10.1007/978-3-658-37460-0_7,http://link.springer.com/chapter/10.1007/978-3-658-37460-0_7,EC1
Envisioning SLO-driven Service Selection in Multi-cloud Applications,"Elhabbash, Abdessalam and Elkhatib, Yehia and Blair, Gordon S. and Lin, Yuhui and Barker, Adam and Thomson, John",2019,10.1145/3368235.3368831,https://doi.org/10.1145/3368235.3368831,EC1
"Equity, Diversity, and Inclusion in Software Engineering",Daniela DamianKelly BlincoeDenae FordAlexander SerebrenikZainab Masood,2024,10.1007/978-1-4842-9651-6,http://link.springer.com/book/10.1007/978-1-4842-9651-6,EC1
Erlang 2024: Proceedings of the 23rd ACM SIGPLAN International Workshop on Erlang,,2024,,,EC5
Ernst Denert Award for Software Engineering 2020,Prof. Dr. Michael FeldererProf. Dr. Wilhelm HasselbringHeiko KoziolekProf. Dr. Florian MatthesProf. Dr. Lutz PrecheltProf. Dr. Ralf ReussnerProf. Dr. Bernhard RumpeProf. Dr. Ina Schaefer,2022,10.1007/978-3-030-83128-8,http://link.springer.com/book/10.1007/978-3-030-83128-8,EC1
Ernst Denert Award for Software Engineering 2022,Eric BoddenMichael FeldererWilhelm HasselbringPaula HerberHeiko KoziolekCarola LilienthalFlorian MatthesLutz PrecheltBernhard RumpeIna Schaefer,2024,10.1007/978-3-031-44412-8,http://link.springer.com/book/10.1007/978-3-031-44412-8,EC1
"Ethical assurance: a practical approach to the responsible design, development, and deployment of data-driven technologies",Christopher BurrDavid Leslie,2023,10.1007/s43681-022-00178-0,http://link.springer.com/article/10.1007/s43681-022-00178-0,EC1
Euro-Par 2021: Parallel Processing,Prof. Leonel SousaNuno RomaProf. Pedro Tomás,2021,10.1007/978-3-030-85665-6,http://link.springer.com/book/10.1007/978-3-030-85665-6,EC1
Euro-Par 2021: Parallel Processing Workshops,Ricardo ChavesDora B. HerasAleksandar IlicDidem UnatRosa M. BadiaAndrea BraccialiPatrick DiehlDr. Anshu DubeyOh SangyoonStephen L. ScottLaura Ricci,2022,10.1007/978-3-031-06156-1,http://link.springer.com/book/10.1007/978-3-031-06156-1,EC1
Euro-Par 2023: Parallel Processing Workshops,Demetris ZeinalipourDora Blanco HerasGeorge PallisHerodotos HerodotouDemetris TrihinasDaniel BalouekPatrick DiehlTerry CojeanKarl FürlingerMaja Hanne KirkebyMatteo NardelliPierangelo Di Sanzo,2024,10.1007/978-3-031-48803-0,http://link.springer.com/book/10.1007/978-3-031-48803-0,EC1
Euro-Par 2023: Parallel Processing Workshops,Demetris ZeinalipourDora Blanco HerasGeorge PallisHerodotos HerodotouDemetris TrihinasDaniel BalouekPatrick DiehlTerry CojeanKarl FürlingerMaja Hanne KirkebyMatteo NardelliPierangelo Di Sanzo,2024,10.1007/978-3-031-50684-0,http://link.springer.com/book/10.1007/978-3-031-50684-0,EC1
