Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Fundamental Approaches to Software Engineering","Lecture Notes in Computer Science","","","","10.1007/978-3-031-30826-0","Leen LambersSebastián Uchitel","2023","http://link.springer.com/book/10.1007/978-3-031-30826-0","Book"
"Use MPS to Unleash the Creativity of Domain Experts: Language Engineering Is a Key Enabler for Bringing Innovation in Industry","Domain-Specific Languages in Practice","","","","10.1007/978-3-030-73758-0_2","Daniel RatiuHolger NehlsAndreas JoanniStefan Rothbauer","2021","http://link.springer.com/chapter/10.1007/978-3-030-73758-0_2","Chapter"
"Developing Software in the Academic Environment","Information Technology: New Generations","","","","10.1007/978-3-319-32467-8_110","William PhillipsShruthi SubramaniAnusha GorantlaVictoria Phillips","2016","http://link.springer.com/chapter/10.1007/978-3-319-32467-8_110","Chapter"
"Introduction to Software Engineering for Games in Serious Contexts","Software Engineering for Games in Serious Contexts","","","","10.1007/978-3-031-33338-5_1","Kendra M.  L. Cooper","2023","http://link.springer.com/chapter/10.1007/978-3-031-33338-5_1","Chapter"
"From Multimedia Communications to the Future Internet","Lecture Notes in Computer Science","","","","10.1007/978-3-031-71874-8","Stefan SchulteBoris Koldehofe","2024","http://link.springer.com/book/10.1007/978-3-031-71874-8","Book"
"Current trends in digital twin development, maintenance, and operation: an interview study","Software and Systems Modeling","","23","5","10.1007/s10270-024-01167-z","Hossain Muhammad MuctadirDavid A. Manrique NegrinRaghavendran GunasekaranLoek CleophasMark van den BrandBoudewijn R. Haverkort","2024","http://link.springer.com/article/10.1007/s10270-024-01167-z","Article"
"Living Modeling of IT Architectures: Challenges and Solutions","Software, Services, and Systems","","","","10.1007/978-3-319-15545-6_26","Thomas TrojerMatthias FarwickMartin HäuslerRuth Breu","2015","http://link.springer.com/chapter/10.1007/978-3-319-15545-6_26","Chapter"
"Machine Learning for Smart Environments/Cities","Intelligent Systems Reference Library","","","","10.1007/978-3-030-97516-6","Gonçalo MarquesDr. Alfonso González-BrionesJosé Manuel Molina López","2022","http://link.springer.com/book/10.1007/978-3-030-97516-6","Book"
"Model-Based Safety and Assessment","Lecture Notes in Computer Science","","","","10.1007/978-3-031-15842-1","Christel SeguinMarc ZellerTatiana Prosvirnova","2022","http://link.springer.com/book/10.1007/978-3-031-15842-1","Book"
"Service Oriented, Holonic and Multi-Agent Manufacturing Systems for Industry of the Future","Studies in Computational Intelligence","","","","10.1007/978-3-031-24291-5","Theodor BorangiuDamien TrentesauxPaulo Leitão","2023","http://link.springer.com/book/10.1007/978-3-031-24291-5","Book"
"Domain Model Optimized Deployment and Execution of Cloud Applications with TOSCA","System Analysis and Modeling. Technology-Specific Aspects of Models","","","","10.1007/978-3-319-46613-2_5","Fabian Glaser","2016","http://link.springer.com/chapter/10.1007/978-3-319-46613-2_5","Chapter"
"Large Process Models: A Vision for Business Process Management in the Age of Generative AI","KI - Künstliche Intelligenz","","","","10.1007/s13218-024-00863-8","Timotheus KampikChristian WarmuthAdrian RebmannRon AgamLukas N. P. EggerAndreas GerberJohannes HoffartJonas KolkPhilipp HerzigGero DeckerHan van der AaArtem PolyvyanyyStefanie Rinderle-MaIngo WeberMatthias Weidlich","2024","http://link.springer.com/article/10.1007/s13218-024-00863-8","Article"
"Introducing Microsoft Orleans","","","","","10.1007/978-1-4842-8014-0","Thomas Nelson","2022","http://link.springer.com/book/10.1007/978-1-4842-8014-0","Book"
"Preliminary Investigation into a Security Approach for Infrastructure as Code","Proceedings of Eighth International Congress on Information and Communication Technology","","","","10.1007/978-981-99-3091-3_63","Ammar ZeiniRuth G. LennonPatrick Lennon","2023","http://link.springer.com/chapter/10.1007/978-981-99-3091-3_63","Chapter"
"Computational and Experimental Simulations in Engineering","Mechanisms and Machine Science","","","","10.1007/978-3-031-44947-5","Shaofan Li","2024","http://link.springer.com/book/10.1007/978-3-031-44947-5","Book"
"ENACT: Development, Operation, and Quality Assurance of Trustworthy Smart IoT Systems","Software Engineering Aspects of Continuous Development and New Paradigms of Software Production and Deployment","","","","10.1007/978-3-030-06019-0_9","Nicolas FerryArnor SolbergHui SongStéphane LavirotteJean-Yves TigliThierry WinterVictor Muntés-MuleroAndreas MetzgerErkuden Rios VelascoAmaia Castelruiz Aguirre","2019","http://link.springer.com/chapter/10.1007/978-3-030-06019-0_9","Chapter"
"Future Intent-Based Networking","Lecture Notes in Electrical Engineering","","","","10.1007/978-3-030-92435-5","Prof. Dr. Mikhailo KlymashProf. Mykola BeshleyProf. Dr. Andriy Luntovskyy","2022","http://link.springer.com/book/10.1007/978-3-030-92435-5","Book"
"Special Issue on New Paradigms of Software Production and Deployment","SN Computer Science","","3","2","10.1007/s42979-022-01029-9","Alfredo CapozuccaJean-Michel BruelManuel MazzaraBertrand Meyer","2022","http://link.springer.com/article/10.1007/s42979-022-01029-9","Article"
"The Tools and Prerequisites","The Definitive Guide to Azure Data Engineering","","","","10.1007/978-1-4842-7182-7_1","Ron C. L’Esteve","2021","http://link.springer.com/chapter/10.1007/978-1-4842-7182-7_1","Chapter"
"Closing the Loop Between Ops and Dev","Model-Driven Development and Operation of Multi-Cloud Applications","","","","10.1007/978-3-319-46031-4_10","Weikun WangGiuliano CasaleGabriel Iuhasz","2017","http://link.springer.com/chapter/10.1007/978-3-319-46031-4_10","Chapter"
"Analysis, Verification and Transformation for Declarative Programming and Intelligent Systems","Lecture Notes in Computer Science","","","","10.1007/978-3-031-31476-6","Pedro Lopez-GarciaJohn P. GallagherRoberto Giacobazzi","2023","http://link.springer.com/book/10.1007/978-3-031-31476-6","Book"
"Intelligent Systems Design and Applications","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-35510-3","Ajith AbrahamSabri PllanaGabriella CasalinoKun MaAnu Bajaj","2023","http://link.springer.com/book/10.1007/978-3-031-35510-3","Book"
"Proceedings of International Conference on Image, Vision and Intelligent Systems 2023 (ICIVIS 2023)","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-97-0855-0","Peng YouShuaiqi LiuJun Wang","2024","http://link.springer.com/book/10.1007/978-981-97-0855-0","Book"
"Research and Innovation Forum 2021","Springer Proceedings in Complexity","","","","10.1007/978-3-030-84311-3","Prof. Anna VisviziOrlando TroisiDr. Kawther Saeedi","2021","http://link.springer.com/book/10.1007/978-3-030-84311-3","Book"
"DOML: A New Modelling Approach to Infrastructure-as-Code","Advanced Information Systems Engineering","","","","10.1007/978-3-031-34560-9_18","Michele ChiariBin XiangGalia Novakova NedeltchevaElisabetta Di NittoLorenzo BlasiDebora BenedettoLaurentiu Niculut","2023","http://link.springer.com/chapter/10.1007/978-3-031-34560-9_18","Chapter"
"Confessions of an AI Brain","","","","","10.1007/978-3-031-25935-7","Elena FersmanPaul PetterssonAthanasios Karapantelakis","2023","http://link.springer.com/book/10.1007/978-3-031-25935-7","Book"
"Machine Learning Operations","Information-Driven Machine Learning","","","","10.1007/978-3-031-39477-5_13","Gerald Friedland","2024","http://link.springer.com/chapter/10.1007/978-3-031-39477-5_13","Chapter"
"DevOps and Its Philosophy: Education Matters!","Microservices","","","","10.1007/978-3-030-31646-4_14","Evgeny BobrovAntonio BucchiaroneAlfredo CapozuccaNicolas GuelfiManuel MazzaraAlexandr NaumchevLarisa Safina","2020","http://link.springer.com/chapter/10.1007/978-3-030-31646-4_14","Chapter"
"Security-Based Adaptation of Multi-cloud Applications","Data Privacy Management, and Security Assurance","","","","10.1007/978-3-319-29883-2_4","Kyriakos KritikosPhilippe Massonet","2016","http://link.springer.com/chapter/10.1007/978-3-319-29883-2_4","Chapter"
"Proceedings of the Future Technologies Conference (FTC) 2024, Volume 1","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-73110-5","Kohei Arai","2024","http://link.springer.com/book/10.1007/978-3-031-73110-5","Book"
"A DMN-Based Approach for Dynamic Deployment Modelling of Cloud Applications","Advances in Service-Oriented and Cloud Computing","","","","10.1007/978-3-319-72125-5_8","Frank GriesingerDaniel SeyboldJörg DomaschkaKyriakos KritikosRobert Woitsch","2018","http://link.springer.com/chapter/10.1007/978-3-319-72125-5_8","Chapter"
"Business Information Systems Workshops","Lecture Notes in Business Information Processing","","","","10.1007/978-3-031-04216-4","Prof. Witold AbramowiczProf. Dr. Sören AuerDr. Milena Stróżyna","2022","http://link.springer.com/book/10.1007/978-3-031-04216-4","Book"
"Cloud Service Offer Selection","Model-Driven Development and Operation of Multi-Cloud Applications","","","","10.1007/978-3-319-46031-4_2","Smrati GuptaPeter MatthewsVictor Muntés-MuleroJacek Dominiak","2017","http://link.springer.com/chapter/10.1007/978-3-319-46031-4_2","Chapter"
"Supporting Early Phases of Digital Twin Development with Enterprise Modeling and Capability Management: Requirements from Two Industrial Cases","Enterprise, Business-Process and Information Systems Modeling","","","","10.1007/978-3-030-49418-6_19","Kurt SandkuhlJanis Stirna","2020","http://link.springer.com/chapter/10.1007/978-3-030-49418-6_19","Chapter"
"Architecting dynamic cyber-physical spaces","Computing","","98","10","10.1007/s00607-016-0509-6","Christos TsigkanosTimo KehrerCarlo Ghezzi","2016","http://link.springer.com/article/10.1007/s00607-016-0509-6","Article"
"A systematic approach for performance assessment using process mining","Empirical Software Engineering","","23","6","10.1007/s10664-018-9606-9","Simona BernardiJuan L. DomínguezAbel GómezChristophe JoubertJosé MerseguerDiego Perez-PalacinJosé I. RequenoAlberto Romeu","2018","http://link.springer.com/article/10.1007/s10664-018-9606-9","Article"
"Approaches to the Evolution of SOA Systems","Emerging Trends in the Evolution of Service-Oriented and Enterprise Architectures","","","","10.1007/978-3-319-40564-3_2","Norman WildeBilal GonenEman El-SheikhAlfred Zimmermann","2016","http://link.springer.com/chapter/10.1007/978-3-319-40564-3_2","Chapter"
"Towards a DevOps Approach in Cyber Physical Production Systems Using Digital Twins","Computer Safety, Reliability, and Security. SAFECOMP 2020 Workshops","","","","10.1007/978-3-030-55583-2_15","Miriam Ugarte QuerejetaLeire EtxeberriaGoiuria Sagardui","2020","http://link.springer.com/chapter/10.1007/978-3-030-55583-2_15","Chapter"
"Creating a Self-Service DevOps Platform for Black-Box Testing on Kubernetes","Proceedings of Ninth International Congress on Information and Communication Technology","","","","10.1007/978-981-97-3305-7_28","Tomáš GolisPavle Dakić","2024","http://link.springer.com/chapter/10.1007/978-981-97-3305-7_28","Chapter"
"Empowering Continuous Delivery in Software Development: The DevOps Strategy","Software Technologies","","","","10.1007/978-3-030-29157-0_11","Clauirton SiebraRosberg LacerdaItalo CerqueiraJonysberg P. QuintinoFabiana FlorentinFabio B. Q. da SilvaAndre L. M. Santos","2019","http://link.springer.com/chapter/10.1007/978-3-030-29157-0_11","Chapter"
"Apply Data Science","","","","","10.1007/978-3-658-38798-3","Thomas BartonChristian Müller","2023","http://link.springer.com/book/10.1007/978-3-658-38798-3","Book"
"Advanced Information Networking and Applications","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-99619-2","Prof. Dr. Leonard BarolliProf. Farookh HussainProf. Tomoya Enokido","2022","http://link.springer.com/book/10.1007/978-3-030-99619-2","Book"
"ICCCE 2020","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-15-7961-5","Amit KumarStefan Mozar","2021","http://link.springer.com/book/10.1007/978-981-15-7961-5","Book"
"Web, Artificial Intelligence and Network Applications","Advances in Intelligent Systems and Computing","","","","10.1007/978-3-030-44038-1","Leonard BarolliFlora AmatoFrancesco MoscatoTomoya EnokidoMakoto Takizawa","2020","http://link.springer.com/book/10.1007/978-3-030-44038-1","Book"
"Service-Oriented and Cloud Computing","Lecture Notes in Computer Science","","","","10.1007/978-3-031-46235-1","George A. PapadopoulosFlorian RademacherJacopo Soldani","2023","http://link.springer.com/book/10.1007/978-3-031-46235-1","Book"
"Advances in Natural Computation, Fuzzy Systems and Knowledge Discovery","Lecture Notes on Data Engineering and Communications Technologies","","","","10.1007/978-3-031-20738-9","Ning XiongMaozhen LiKenli LiZheng XiaoLonglong LiaoLipo Wang","2023","http://link.springer.com/book/10.1007/978-3-031-20738-9","Book"
"Energy Informatics","Lecture Notes in Computer Science","","","","10.1007/978-3-031-74738-0","Bo Nørregaard JørgensenZheng Grace MaFransisco Danang WijayaRoni IrnawanSarjiya Sarjiya","2025","http://link.springer.com/book/10.1007/978-3-031-74738-0","Book"
"Service-Oriented Computing – ICSOC 2021 Workshops","Lecture Notes in Computer Science","","","","10.1007/978-3-031-14135-5","Hakim HacidMonther AldwairiMohamed Reda BouadjenekMarinella PetrocchiNoura FaciFatma OutayAmin BeheshtiLauritz ThamsenHai Dong","2022","http://link.springer.com/book/10.1007/978-3-031-14135-5","Book"
"Information-Driven Machine Learning","","","","","10.1007/978-3-031-39477-5","Gerald Friedland","2024","http://link.springer.com/book/10.1007/978-3-031-39477-5","Book"
"Systems, Software and Services Process Improvement","Communications in Computer and Information Science","","","","10.1007/978-3-030-56441-4","Murat YilmazProf. Dr. Jörg NiemannPaul ClarkeDr. Richard Messnarz","2020","http://link.springer.com/book/10.1007/978-3-030-56441-4","Book"
"Data Analytics for Internet of Things Infrastructure","Internet of Things","","","","10.1007/978-3-031-33808-3","Rohit SharmaGwanggil JeonYan Zhang","2023","http://link.springer.com/book/10.1007/978-3-031-33808-3","Book"
"Machine Learning for Data Science Handbook","","","","","10.1007/978-3-031-24628-9","Lior RokachOded MaimonErez Shmueli","2023","http://link.springer.com/book/10.1007/978-3-031-24628-9","Book"
"Proceedings of the Future Technologies Conference (FTC) 2022, Volume 2","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-18458-1","Kohei Arai","2023","http://link.springer.com/book/10.1007/978-3-031-18458-1","Book"
"Autonomous Intelligent Cyber Defense Agent (AICA)","Advances in Information Security","","","","10.1007/978-3-031-29269-9","Alexander Kott","2023","http://link.springer.com/book/10.1007/978-3-031-29269-9","Book"
